,MAKE,MODEL,MODEL_DESCRIPTION,VARIANT,YEAR,CC,HORSEPOWER,PRICE,TRANSMISSION,CURRENCY,TAX_RATE,PRICE_INCLUDE_TAX
4153,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Hatchback S,2017,1.5,173,350000000.0,0,Rp,,350000000.0
4154,KIA,SEDONA,Sedona - All New,3.3 L V6 A/T,2017,3.3,276,350000000.0,Automatic Transmission,Rp,,350000000.0
4155,MAZDA,CX-5,CX-5,Grand Touring I-Stop 2.5,2017,2.5,190,350000000.0,0,Rp,,350000000.0
4156,MAZDA,MAZDA3,Mazda3,Allnew Mazda3 Speed,2017,2.0,184,350000000.0,0,Rp,,350000000.0
4157,HYUNDAI,SANTA FE,Santa Fe,All New 2.4 MPi,2018,2.4,185,350000000.0,0,Rp,,350000000.0
4158,TOYOTA,KIJANG INNOVA,Kijang Innova Reborn - Diesel,2.4 V A/T,2018,2.4,149,350000000.0,Automatic Transmission,Rp,,350000000.0
4159,FIAT,500,500,1.4 Abarth,2014,1.4,136,355000000.0,0,Rp,,355000000.0
4160,BMW,7,740i,E66,2007,4.0,286,360000000.0,0,Rp,,360000000.0
4161,LEXUS,GS,GS,300,2010,3.0,225,360000000.0,0,Rp,,360000000.0
4162,MAZDA,RX-8,RX-8,M/T,2010,1.3,232,360000000.0,Manual Transmission,Rp,,360000000.0
4163,TOYOTA,ALPHARD,Alphard,2.4 V,2010,2.4,168,360000000.0,0,Rp,,360000000.0
4164,AUDI,A8,A8,2.8T FSI,2011,2.8,210,360000000.0,0,Rp,,360000000.0
4165,TOYOTA,ALPHARD,Alphard,3.5 V,2011,3.5,280,360000000.0,0,Rp,,360000000.0
4166,MAZDA,MX-5,MX-5,A/T,2012,2.0,160,360000000.0,Automatic Transmission,Rp,,360000000.0
4167,NISSAN,ELGRAND,Elgrand,All New 3.5 V6 HWS,2012,3.5,243,360000000.0,0,Rp,,360000000.0
4168,BMW,3,320i,F30 Diesel Sport,2013,2.0,183,360000000.0,0,Rp,,360000000.0
4169,BMW,3,328i,Sport,2013,2.0,252,360000000.0,0,Rp,,360000000.0
4170,BMW,X1,X1,3.5 Petrol,2013,3.5,300,360000000.0,0,Rp,,360000000.0
4171,NISSAN,ELGRAND,Elgrand,All New 2.5 HWS,2013,2.5,168,360000000.0,0,Rp,,360000000.0
4172,BMW,3,320i,F30 Diesel,2014,2.0,183,360000000.0,0,Rp,,360000000.0
4173,BMW,3,320i,F30 Diesel Modern,2014,2.0,184,360000000.0,0,Rp,,360000000.0
4174,BMW,1,116i,Sport Line,2015,1.6,137,360000000.0,0,Rp,,360000000.0
4175,HONDA,ODYSSEY,Odyssey,New Odyssey,2015,2.4,173,360000000.0,0,Rp,,360000000.0
4176,HYUNDAI,H1,H1,CRDi Royale,2016,2.4,173,360000000.0,0,Rp,,360000000.0
4177,TOYOTA,KIJANG INNOVA,Kijang Innova Reborn - Diesel,2.4 Q A/T,2016,2.4,149,360000000.0,Automatic Transmission,Rp,,360000000.0
4178,HONDA,CR-V,CR-V,Grand New CR-V 2.4 Prestige Prestige,2017,2.4,190,360000000.0,0,Rp,,360000000.0
4179,HYUNDAI,TUCSON,Tucson,New Diesel,2017,2.0,178,360000000.0,0,Rp,,360000000.0
4180,NISSAN,SERENA,Serena - C 26,Highway Star Panoramic,2017,2.0,146,360000000.0,0,Rp,,360000000.0
4181,TOYOTA,FORTUNER,Fortuner - All New,G Diesel A/T,2017,2.4,147,360000000.0,Automatic Transmission,Rp,,360000000.0
4182,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Hatchback S,2018,1.5,173,360000000.0,0,Rp,,360000000.0
4183,MAZDA,MAZDA3,Mazda3,Allnew Mazda3 Speed,2018,2.0,184,360000000.0,0,Rp,,360000000.0
4184,TOYOTA,VELLFIRE,Vellfire,V,2010,2.4,172,365000000.0,0,Rp,,365000000.0
4185,TOYOTA,VELLFIRE,Vellfire,ZG Audioless,2011,2.4,172,365000000.0,0,Rp,,365000000.0
4186,BMW,X3,X3,X Drive,2013,2.0,184,36557000000.0,0,Rp,6%,38750420000.0
4187,TOYOTA,LAND CRUISER 100 DIESEL,Land Cruiser 100 Diesel,4.2 Diesel Std A/T,2001,4.2,203,370000000.0,Automatic Transmission,Rp,,370000000.0
4188,TOYOTA,LAND CRUISER PRADO,Land Cruiser Prado,2.7,2008,2.7,166,370000000.0,0,Rp,,370000000.0
4189,LAND ROVER,FREELANDER,Freelander,All New A/T,2009,2.5,149,370000000.0,Automatic Transmission,Rp,,370000000.0
4190,MERCEDES-BENZ,M-CLASS,M-Class,ML 350 New,2010,3.5,235,370000000.0,0,Rp,,370000000.0
4191,BMW,X5,X5,New Model 3.0 A/T,2011,3.0,340,370000000.0,Automatic Transmission,Rp,,370000000.0
4192,PEUGEOT,RCZ,RCZ,1.6 Turbo,2011,1.6,158,370000000.0,0,Rp,,370000000.0
4193,TOYOTA,ALPHARD,Alphard,2.4 G,2011,2.4,168,370000000.0,0,Rp,,370000000.0
4194,BMW,3,325i,F30,2012,2.5,244,370000000.0,0,Rp,,370000000.0
4195,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,250 Avantgarde AMG,2012,2.5,201,370000000.0,0,Rp,,370000000.0
4196,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,250 CGI,2012,2.5,203,370000000.0,0,Rp,,370000000.0
4197,VOLKSWAGEN,GOLF,Golf,2.0 GTI,2012,2.0,200,370000000.0,0,Rp,,370000000.0
4198,VOLKSWAGEN,NEW BEETLE,New Beetle,All New Beetle 1.2 TSI,2012,1.2,105,370000000.0,0,Rp,,370000000.0
4199,AUDI,A6,A6,2.0 TFSI S-Line,2013,2.0,252,370000000.0,0,Rp,,370000000.0
4200,TOYOTA,CAMRY,Camry,All New Hybrid,2013,2.5,180,370000000.0,0,Rp,,370000000.0
4201,AUDI,A6,A6,2.0 TFSI,2014,2.0,170,370000000.0,0,Rp,,370000000.0
4202,TOYOTA,CAMRY,Camry,All New V 2.5 A/T,2014,2.5,180,370000000.0,Automatic Transmission,Rp,,370000000.0
4203,HONDA,CR-Z,CR-Z,1.5 AT,2015,1.5,130,370000000.0,0,Rp,,370000000.0
4204,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo,2016,1.5,172,370000000.0,0,Rp,,370000000.0
4205,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Hatchback E,2017,1.5,173,370000000.0,0,Rp,,370000000.0
4206,HYUNDAI,H1,H1,CRDi XG A/T,2017,2.4,170,370000000.0,Automatic Transmission,Rp,,370000000.0
4207,NISSAN,X-TRAIL,X-Trail,All New Xtrail 2.5 A/T Extremer,2017,2.5,171,370000000.0,Automatic Transmission,Rp,,370000000.0
4208,LAND ROVER,RANGE ROVER,Range Rover,Vogue 4.4,2006,4.4,284,375000000.0,0,Rp,,375000000.0
4209,MERCEDES-BENZ,R-CLASS,R-Class,R 350,2008,3.5,273,375000000.0,0,Rp,,375000000.0
4210,BMW,5,528i,F10 Executive,2011,2.8,245,375000000.0,0,Rp,,375000000.0
4211,LEXUS,RX,RX 270,RX 270,2011,2.7,248,375000000.0,0,Rp,,375000000.0
4212,SUBARU,IMPREZA,Impreza,WRX M/T,2011,2.5,267,375000000.0,Manual Transmission,Rp,,375000000.0
4213,TOYOTA,VELLFIRE,Vellfire,Z Audioless,2012,2.4,172,375000000.0,0,Rp,,375000000.0
4214,MERCEDES-BENZ,A-CLASS,A-Class,A 250 AMG,2013,2.0,156,375000000.0,0,Rp,,375000000.0
4215,TOYOTA,HILUX,Hilux Double Cabin,All New 2.5 VNT G M/T,2017,2.5,149,375000000.0,Manual Transmission,Rp,,375000000.0
4216,TOYOTA,LAND CRUISER CYGNUS,Land Cruiser Cygnus,4.7 V8,2004,4.7,235,380000000.0,0,Rp,,380000000.0
4217,AUDI,TT,TT,1.8 TFSI Roadster,2005,1.8,160,380000000.0,0,Rp,,380000000.0
4218,LAND ROVER,DEFENDER,Defender,90 TDi 200,2005,2.5,122,380000000.0,0,Rp,,380000000.0
4219,AUDI,Q7,Q7,New 4.2 FSI Quattro,2008,4.2,253,380000000.0,0,Rp,,380000000.0
4220,BMW,7,740i,E66,2008,4.0,286,380000000.0,0,Rp,,380000000.0
4221,BMW,5,535i,GT,2010,3.0,302,380000000.0,0,Rp,,380000000.0
4222,CHRYSLER,300C,300C,A/T,2010,3.5,363,380000000.0,Automatic Transmission,Rp,,380000000.0
4223,BMW,X5,X5,New Model 3.5i,2011,3.5,302,380000000.0,0,Rp,,380000000.0
4224,MAZDA,RX-8,RX-8,M/T,2011,1.3,232,380000000.0,Manual Transmission,Rp,,380000000.0
4225,MERCEDES-BENZ,M-CLASS,M-Class,ML 300 New,2011,2.5,205,380000000.0,0,Rp,,380000000.0
4226,TOYOTA,VELLFIRE,Vellfire,V,2011,2.4,172,380000000.0,0,Rp,,380000000.0
4227,TOYOTA,VELLFIRE,Vellfire,Z,2011,2.4,172,380000000.0,0,Rp,,380000000.0
4228,VOLKSWAGEN,TOUAREG,Touareg,3.0 TDi V6,2011,3.0,224,380000000.0,0,Rp,,380000000.0
4229,AUDI,A6,A6,3.0 Quattro Multitronic,2012,3.0,204,380000000.0,0,Rp,,380000000.0
4230,BMW,5,528i,F10 Luxury,2012,2.8,242,380000000.0,0,Rp,,380000000.0
4231,BMW,X3,X3,2.0 Petrol,2012,2.0,150,380000000.0,0,Rp,,380000000.0
4232,SUBARU,IMPREZA,Impreza,WRX STI 4 Door M/T,2012,2.5,300,380000000.0,Manual Transmission,Rp,,380000000.0
4233,SUBARU,IMPREZA,Impreza,WRX STI 5 Door A/T,2012,2.5,300,380000000.0,Automatic Transmission,Rp,,380000000.0
4234,BMW,5,520i,F10,2013,2.0,184,380000000.0,0,Rp,,380000000.0
4235,BMW,X1,X1,2.0 Petrol,2013,2.0,192,380000000.0,0,Rp,,380000000.0
4236,MAZDA,MX-5,MX-5,A/T,2013,2.0,160,380000000.0,Automatic Transmission,Rp,,380000000.0
4237,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,200 CGI Classic Facelift,2013,2.0,184,380000000.0,0,Rp,,380000000.0
4238,TOYOTA,VELLFIRE,Vellfire,X,2013,2.4,172,380000000.0,0,Rp,,380000000.0
4239,BMW,3,320i,F30 Diesel Sport,2014,2.0,184,380000000.0,0,Rp,,380000000.0
4240,BMW,3,320i,F30 Luxury,2014,2.0,184,380000000.0,0,Rp,,380000000.0
4241,BMW,X3,X3,2.0 Petrol,2014,2.0,150,380000000.0,0,Rp,,380000000.0
4242,AUDI,Q3,Q3,1.4 TFSI,2015,1.4,150,380000000.0,0,Rp,,380000000.0
4243,BMW,3,320i,F30 Sport,2015,2.0,184,380000000.0,0,Rp,,380000000.0
4244,FORD,EVEREST,All New Everest,Titanium 4x2 A/T,2015,2.2,160,380000000.0,Automatic Transmission,Rp,,380000000.0
4245,TOYOTA,HIACE,Hiace,Commuter 2.5 M/T,2015,2.5,89,380000000.0,Manual Transmission,Rp,,380000000.0
4246,HONDA,ACCORD,Accord,All New 2.4 VTi-L A/T,2016,2.4,176,380000000.0,Automatic Transmission,Rp,,380000000.0
4247,VOLKSWAGEN,GOLF,Golf,MK VII 1.4 TSI,2016,1.4,140,380000000.0,0,Rp,,380000000.0
4248,TOYOTA,KIJANG INNOVA,Kijang Innova Reborn - Diesel,Venturer,2017,2.4,149,380000000.0,0,Rp,,380000000.0
4249,TOYOTA,ALPHARD,Alphard,2.4 S,2012,2.4,168,385000000.0,0,Rp,,385000000.0
4250,TOYOTA,ALPHARD,Alphard,2.4 X,2013,2.4,168,385000000.0,0,Rp,,385000000.0
4251,JAGUAR,XJ,XJ,XJ6,2007,3.0,240,390000000.0,0,Rp,,390000000.0
4252,BMW,7,730i,E66,2010,3.0,218,390000000.0,0,Rp,,390000000.0
4253,AUDI,A6,A6,2.8 FSI S-Line,2012,2.8,204,390000000.0,0,Rp,,390000000.0
4254,BMW,X5,X5,New Model 3.0 A/T,2012,3.0,340,390000000.0,Automatic Transmission,Rp,,390000000.0
4255,BMW,X5,X5,New Model 3.5i,2012,3.5,302,390000000.0,0,Rp,,390000000.0
4256,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,300 Avantgarde,2012,3.0,231,390000000.0,0,Rp,,390000000.0
4257,BMW,X5,X5,New Model 3.5i,2013,3.5,302,390000000.0,0,Rp,,390000000.0
4258,BMW,3,320i,F30 Diesel Modern,2015,2.0,184,390000000.0,0,Rp,,390000000.0
4259,TOYOTA,FORTUNER,Fortuner - All New,SRZ Bensin A/T,2016,2.7,163,390000000.0,Automatic Transmission,Rp,,390000000.0
4260,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Type-R,2017,1.5,173,390000000.0,0,Rp,,390000000.0
4261,ISUZU,MU-X,MU-X,All New Premier 4x2x,2018,2.5,136,390000000.0,0,Rp,,390000000.0
4262,TOYOTA,FORTUNER,Fortuner - All New,G Diesel A/T,2018,2.4,147,390000000.0,Automatic Transmission,Rp,,390000000.0
4263,TOYOTA,KIJANG INNOVA,Kijang Innova Reborn - Diesel,Venturer,2018,2.4,149,390000000.0,0,Rp,,390000000.0
4264,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Sedan Hatchback S,2019,1.5,174,390000000.0,0,Rp,,390000000.0
4265,TOYOTA,LAND CRUISER 100 DIESEL,Land Cruiser 100 Diesel,4.2 Diesel VXL A/T,2000,4.2,203,400000000.0,Automatic Transmission,Rp,,400000000.0
4266,CHRYSLER,WRANGLER,Wrangler TJ,4.0,2001,4.0,183,400000000.0,0,Rp,,400000000.0
4267,TOYOTA,LAND CRUISER 80,Land Cruiser 80,VX Turbo,2001,4.2,167,400000000.0,0,Rp,,400000000.0
4268,LEXUS,LX,LX 470,LX 470,2004,4.7,230,400000000.0,0,Rp,,400000000.0
4269,MERCEDES-BENZ,S-CLASS,S-Class,S 600,2004,6.0,530,400000000.0,0,Rp,,400000000.0
4270,LAND ROVER,DISCOVERY,Discovery,Disco 3 TDS,2005,2.5,190,400000000.0,0,Rp,,400000000.0
4271,MERCEDES-BENZ,S-CLASS,S-Class,S 500,2006,5.0,455,400000000.0,0,Rp,,400000000.0
4272,LAND ROVER,DEFENDER,Defender,110 TDi 300,2007,2.5,112,400000000.0,0,Rp,,400000000.0
4273,AUDI,TT,TT,2.0 TFSI,2008,2.0,200,400000000.0,0,Rp,,400000000.0
4274,MERCEDES-BENZ,S-CLASS,S-Class,S 350,2008,3.5,245,400000000.0,0,Rp,,400000000.0
4275,AUDI,Q7,Q7,3.0 TDI Quattro,2009,3.0,244,400000000.0,0,Rp,,400000000.0
4276,BMW,7,740i,E66,2009,4.0,286,400000000.0,0,Rp,,400000000.0
4277,BMW,X6,X6,xDrive 3.0i,2009,3.0,305,400000000.0,0,Rp,,400000000.0
4278,BMW,X6,X6,xDrive 3.5i,2009,3.5,300,400000000.0,0,Rp,,400000000.0
4279,VOLKSWAGEN,CARAVELLE,Caravelle,New T5 2.0 BiTDi LWB,2010,2.0,179,400000000.0,0,Rp,,400000000.0
4280,VOLKSWAGEN,CARAVELLE,Caravelle,New T5 2.0 BiTDi SWB,2010,2.0,179,400000000.0,0,Rp,,400000000.0
4281,AUDI,A6,A6,2.4 Multitronic,2011,2.4,170,400000000.0,0,Rp,,400000000.0
4282,AUDI,Q7,Q7,New 3.0 FSI Quattro,2011,3.0,337,400000000.0,0,Rp,,400000000.0
4283,BMW,5,535i,GT,2011,3.0,302,400000000.0,0,Rp,,400000000.0
4284,BMW,X5,X5,New Model xDrive 3.0D,2011,3.5,258,400000000.0,0,Rp,,400000000.0
4285,INFINITI,FX50,Fx50,S,2011,5.0,184,400000000.0,0,Rp,,400000000.0
4286,MERCEDES-BENZ,R-CLASS,R-Class,R 300,2011,3.0,231,400000000.0,0,Rp,,400000000.0
4287,TOYOTA,ALPHARD,Alphard,2.4 V,2011,2.4,168,400000000.0,0,Rp,,400000000.0
4288,TOYOTA,VELLFIRE,Vellfire,G,2011,2.4,172,400000000.0,0,Rp,,400000000.0
4289,AUDI,Q5,Q5,2.0 FSI Quattro S-Line,2012,2.0,252,400000000.0,0,Rp,,400000000.0
4290,BMW,5,528i,F10 Business,2012,2.8,245,400000000.0,0,Rp,,400000000.0
4291,BMW,5,528i,F10 Executive,2012,2.8,245,400000000.0,0,Rp,,400000000.0
4292,MAZDA,RX-8,RX-8,M/T,2012,1.3,232,400000000.0,Manual Transmission,Rp,,400000000.0
4293,PEUGEOT,RCZ,RCZ,1.6 Turbo,2012,1.6,158,400000000.0,0,Rp,,400000000.0
4294,TOYOTA,86,86,TRD,2012,2.0,200,400000000.0,0,Rp,,400000000.0
4295,TOYOTA,ALPHARD,Alphard,2.4 G,2012,2.4,168,400000000.0,0,Rp,,400000000.0
4296,TOYOTA,ALPHARD,Alphard,3.5 Q,2012,3.5,280,400000000.0,0,Rp,,400000000.0
4297,AUDI,A5,A5,2.0 Coupe,2013,2.0,252,400000000.0,0,Rp,,400000000.0
4298,BMW,3,325i,F30,2013,2.5,244,400000000.0,0,Rp,,400000000.0
4299,BMW,3,328i,Luxury,2013,2.5,244,400000000.0,0,Rp,,400000000.0
4300,BMW,X3,X3,2.0 Petrol,2013,2.0,150,400000000.0,0,Rp,,400000000.0
4301,INFINITI,M37,M37,A/T,2013,3.7,330,400000000.0,Automatic Transmission,Rp,,400000000.0
4302,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,Avantgarde,2013,2.0,184,400000000.0,0,Rp,,400000000.0
4303,NISSAN,ELGRAND,Elgrand,All New 3.5 V6 HWS,2013,3.5,243,400000000.0,0,Rp,,400000000.0
4304,RENAULT,MEGANE,Megane,New 265 RS M/T,2013,2.0,269,400000000.0,Manual Transmission,Rp,,400000000.0
4305,VOLKSWAGEN,NEW BEETLE,New Beetle,All New Beetle 1.2 TSI,2013,1.2,105,400000000.0,0,Rp,,400000000.0
4306,LEXUS,ES,ES,250,2014,3.0,182,400000000.0,0,Rp,,400000000.0
4307,BMW,3,320i,F30 Diesel Sport,2015,2.0,184,400000000.0,0,Rp,,400000000.0
4308,BMW,2,218i,Active Tourer,2016,1.8,136,400000000.0,0,Rp,,400000000.0
4309,HONDA,CR-Z,CR-Z,1.5 AT,2016,1.5,130,400000000.0,0,Rp,,400000000.0
4310,MAZDA,MAZDA6,Mazda6,2.5 A/T Facelift,2016,2.5,171,400000000.0,Automatic Transmission,Rp,,400000000.0
4311,MITSUBISHI,PAJERO SPORT,Pajero Sport,All New Exceed,2016,2.5,135,400000000.0,0,Rp,,400000000.0
4312,TOYOTA,FORTUNER,Fortuner - All New,VRZ Diesel A/T,2016,2.4,147,400000000.0,Automatic Transmission,Rp,,400000000.0
4313,TOYOTA,FORTUNER,Fortuner - All New,VRZ Diesel A/T,2016,2.4,147,400000000.0,Automatic Transmission,Rp,,400000000.0
4314,KIA,SEDONA,Sedona - All New,2.2 L CRDI A/T,2017,2.2,199,400000000.0,Automatic Transmission,Rp,,400000000.0
4315,TOYOTA,VOXY,Voxy,2.0 A/T,2017,2.0,157,400000000.0,Automatic Transmission,Rp,,400000000.0
4316,NISSAN,X-TRAIL,X-Trail,All New Xtrail 2.5 A/T,2018,2.5,171,400000000.0,Automatic Transmission,Rp,,400000000.0
4317,TOYOTA,ALPHARD,Alphard,2.4 X,2014,2.4,168,405000000.0,0,Rp,,405000000.0
4318,MERCEDES-BENZ,GL-CLASS,GL-Class,GLA 200 Urban,2014,2.0,158,410000000.0,0,Rp,,410000000.0
4319,HONDA,CR-V,CR-V,All New CRV 1.5 Turbo,2017,1.5,193,410000000.0,0,Rp,,410000000.0
4320,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Turbo Sedan E,2018,1.5,173,410000000.0,0,Rp,,410000000.0
4321,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Sedan Hatchback E,2019,1.5,173,410000000.0,0,Rp,,410000000.0
4322,TOYOTA,VOXY,Voxy,2.0 A/T,2018,2.0,157,415000000.0,Automatic Transmission,Rp,,415000000.0
4323,TOYOTA,LAND CRUISER 100 DIESEL,Land Cruiser 100 Diesel,4.2 Diesel Std A/T,2002,4.2,203,420000000.0,Automatic Transmission,Rp,,420000000.0
4324,CHRYSLER,300C,300C,A/T,2011,3.5,363,420000000.0,Automatic Transmission,Rp,,420000000.0
4325,VOLKSWAGEN,SCIROCCO,Scirocco,2.0 R A/T,2011,2.0,207,420000000.0,Automatic Transmission,Rp,,420000000.0
4326,MAZDA,RX-8,RX-8,M/T,2013,1.3,232,420000000.0,Manual Transmission,Rp,,420000000.0
4327,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,250 CGI,2013,2.5,203,420000000.0,0,Rp,,420000000.0
4328,SUBARU,IMPREZA,Impreza,WRX STI 4 Door A/T,2013,2.5,300,420000000.0,Automatic Transmission,Rp,,420000000.0
4329,SUBARU,IMPREZA,Impreza,WRX STI 4 Door M/T,2013,2.5,300,420000000.0,Manual Transmission,Rp,,420000000.0
4330,VOLKSWAGEN,SCIROCCO,Scirocco,2.0 R A/T,2013,2.0,207,420000000.0,Automatic Transmission,Rp,,420000000.0
4331,AUDI,A6,A6,2.0 TFSI S-Line,2014,2.0,252,420000000.0,0,Rp,,420000000.0
4332,BMW,5,520d,F10 Diesel,2014,2.0,190,420000000.0,0,Rp,,420000000.0
4333,MAZDA,MX-5,MX-5,A/T,2014,2.0,160,420000000.0,Automatic Transmission,Rp,,420000000.0
4334,MERCEDES-BENZ,A-CLASS,A-Class,A 250 AMG,2014,2.0,156,420000000.0,0,Rp,,420000000.0
4335,NISSAN,ELGRAND,Elgrand,All New 2.5 HWS,2014,2.5,168,420000000.0,0,Rp,,420000000.0
4336,TOYOTA,CAMRY,Camry,All New Hybrid,2014,2.5,180,420000000.0,0,Rp,,420000000.0
4337,HONDA,ACCORD,Accord,All New 2.4 VTi-L A/T Facelift,2016,2.4,176,420000000.0,Automatic Transmission,Rp,,420000000.0
4338,BMW,2,218i,Active Tourer,2017,1.8,136,420000000.0,0,Rp,,420000000.0
4339,MITSUBISHI,PAJERO SPORT,Pajero Sport,All New Exceed,2017,2.5,135,420000000.0,0,Rp,,420000000.0
4340,RENAULT,KOLEOS,Koleos,All New 2.5 CVT,2017,2.5,169,420000000.0,CVT,Rp,,420000000.0
4341,HONDA,CR-V,CR-V,All New CRV 1.5 Turbo,2018,1.5,193,420000000.0,0,Rp,,420000000.0
4342,NISSAN,X-TRAIL,X-Trail,All New Xtrail 2.5 A/T Extremer,2018,2.5,171,420000000.0,Automatic Transmission,Rp,,420000000.0
4343,TOYOTA,VELLFIRE,Vellfire,GS,2012,2.4,172,425000000.0,0,Rp,,425000000.0
4344,TOYOTA,HIACE,Hiace,Commuter 2.5 M/T,2016,2.5,89,425000000.0,Manual Transmission,Rp,,425000000.0
4345,VOLKSWAGEN,GOLF,Golf,MK VII 1.4 TSI,2017,1.4,140,425000000.0,0,Rp,,425000000.0
4346,KIA,SEDONA,Sedona - All New,3.3 L V6 A/T,2018,3.3,276,425000000.0,Automatic Transmission,Rp,,425000000.0
4347,LAND ROVER,RANGE ROVER,Range Rover,Sport Supercharge,2006,4.2,390,430000000.0,0,Rp,,430000000.0
4348,AUDI,Q7,Q7,New 4.2 FSI Quattro,2009,4.2,253,430000000.0,0,Rp,,430000000.0
4349,LEXUS,LS,LS 460,L,2009,4.6,380,430000000.0,0,Rp,,430000000.0
4350,MERCEDES-BENZ,C-CLASS,C-Class New Model - W204,CLC 200,2009,2.0,184,430000000.0,0,Rp,,430000000.0
4351,BMW,5,535i,Sedan,2011,3.0,302,430000000.0,0,Rp,,430000000.0
4352,TOYOTA,VELLFIRE,Vellfire,ZG,2011,2.4,172,430000000.0,0,Rp,,430000000.0
4353,LEXUS,RX,RX 350,350,2012,3.5,295,430000000.0,0,Rp,,430000000.0
4354,SUBARU,BRZ,BRZ,2.0,2012,2.0,205,430000000.0,0,Rp,,430000000.0
4355,TOYOTA,VELLFIRE,Vellfire,ZG Audioless,2012,2.4,172,430000000.0,0,Rp,,430000000.0
4356,AUDI,A6,A6,2.8 FSI S-Line,2013,2.8,204,430000000.0,0,Rp,,430000000.0
4357,BMW,5,528i,F10 Luxury,2013,2.8,242,430000000.0,0,Rp,,430000000.0
4358,TOYOTA,ALPHARD,Alphard,2.4 S,2013,2.4,168,430000000.0,0,Rp,,430000000.0
4359,BMW,X3,X3,2.0 Diesel A/T,2014,2.0,150,430000000.0,Automatic Transmission,Rp,,430000000.0
4360,RENAULT,KOLEOS,Koleos,2.5 CVT,2014,2.5,169,430000000.0,CVT,Rp,,430000000.0
4361,VOLKSWAGEN,NEW BEETLE,New Beetle,All New Beetle 1.2 TSI,2014,1.2,105,430000000.0,0,Rp,,430000000.0
4362,BMW,3,320i,F30 Diesel,2015,2.0,183,430000000.0,0,Rp,,430000000.0
4363,BMW,3,320i,F30 Luxury,2015,2.0,184,430000000.0,0,Rp,,430000000.0
4364,AUDI,Q3,Q3,1.4 TFSI,2016,1.4,150,430000000.0,0,Rp,,430000000.0
4365,MITSUBISHI,PAJERO SPORT,Pajero Sport,All New Dakar,2016,2.5,180,430000000.0,0,Rp,,430000000.0
4366,HONDA,CIVIC,Civic,Sedan,2017,1.5,174,430000000.0,0,Rp,,430000000.0
4367,HONDA,CR-V,CR-V,All New CRV 1.5 Turbo Prestige,2017,1.5,193,430000000.0,0,Rp,,430000000.0
4368,TOYOTA,FORTUNER,Fortuner - All New,SRZ Bensin A/T,2017,2.7,163,430000000.0,Automatic Transmission,Rp,,430000000.0
4369,TOYOTA,FORTUNER,Fortuner - All New,VRZ Diesel A/T,2017,2.4,147,430000000.0,Automatic Transmission,Rp,,430000000.0
4370,MITSUBISHI,PAJERO SPORT,Pajero Sport,All New Exceed,2018,2.5,135,430000000.0,0,Rp,,430000000.0
4371,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Sedan ES,2019,1.5,174,430000000.0,0,Rp,,430000000.0
4372,BMW,7,730i,E66,2011,3.0,218,440000000.0,0,Rp,,440000000.0
4373,TOYOTA,VELLFIRE,Vellfire,Z Audioless,2013,2.4,172,440000000.0,0,Rp,,440000000.0
4374,TOYOTA,CAMRY,Camry,All New V 2.5 A/T,2015,2.5,180,440000000.0,Automatic Transmission,Rp,,440000000.0
4375,BMW,3,320i,F30 Sport,2016,2.0,184,440000000.0,0,Rp,,440000000.0
4376,HONDA,ACCORD,Accord,All New 2.4 VTi-L A/T Facelift,2017,2.4,173,440000000.0,Automatic Transmission,Rp,,440000000.0
4377,HONDA,CIVIC,Civic,All New Civic 1.5 Turbo Sedan E Prestige,2018,1.5,173,440000000.0,0,Rp,,440000000.0
4378,HONDA,CR-V,CR-V,All New CRV 1.5 Turbo Prestige,2018,1.5,193,440000000.0,0,Rp,,440000000.0
4379,TOYOTA,FORTUNER,Fortuner - All New,SRZ Bensin A/T,2018,2.7,163,440000000.0,Automatic Transmission,Rp,,440000000.0
4380,TOYOTA,LAND CRUISER 100 DIESEL,Land Cruiser 100 Diesel,4.2 Diesel VXL A/T,2001,4.2,203,450000000.0,Automatic Transmission,Rp,,450000000.0
4381,CHRYSLER,WRANGLER,Wrangler TJ,4.0,2002,4.0,183,450000000.0,0,Rp,,450000000.0
4382,BMW,6,645ci,645 ci,2004,4.5,195,450000000.0,0,Rp,,450000000.0
4383,LAND ROVER,DISCOVERY,Discovery,Disco 3 4.4,2005,4.4,300,450000000.0,0,Rp,,450000000.0
4384,TOYOTA,LAND CRUISER CYGNUS,Land Cruiser Cygnus,4.7 V8,2005,4.7,235,450000000.0,0,Rp,,450000000.0
4385,BMW,X6,X6,xDrive 3.5i,2008,3.5,300,450000000.0,0,Rp,,450000000.0
